published,category,kicker,title,description,matched_groups,matched_terms,url,local_digest
2019-03-18,Biology,developmental biology,Biologists Discover Unknown Powers in Mighty Mitochondria,"Mitochondria are most famous as sources of metabolic energy. But by splitting and combining, they can also release chemical signals to regulate cell activities, including the generation of neurons.",collective_biological_systems,cell,https://www.quantamagazine.org/shape-shifting-mitochondria-direct-stem-cells-fate-20190318/,
2019-03-14,Mathematics,Quantized Academy,"Where Proof, Evidence and Imagination Intersect","In mathematics, where proofs are everything, evidence is important too. But evidence is only as good as the model, and modeling can be dangerous business. So how much evidence is enough?",ai_prediction_representation,model,https://www.quantamagazine.org/where-proof-evidence-and-imagination-intersect-in-math-20190314/,
2019-03-13,Mathematics,mathematical biology,The Math That Tells Cells What They Are,"During development, cells seem to decode their fate through optimal information processing, which could hint at a more general principle of life.",collective_biological_systems,cell;cells,https://www.quantamagazine.org/the-math-that-tells-cells-what-they-are-20190313/,
2019-03-11,Computer Science,machine learning,How Artificial Intelligence Is Changing Science,"The latest AI algorithms are probing the evolution of galaxies, calculating quantum wave functions, discovering new chemical compounds and more. Is there anything that scientists do that can’t be automated?",flow_transport_waves;collective_biological_systems;ai_prediction_representation,artificial intelligence;evolution;machine learning;wave,https://www.quantamagazine.org/how-artificial-intelligence-is-changing-science-20190311/,
2019-03-05,Physics,quantum information theory,The Universe’s Ultimate Complexity Revealed by Simple Quantum Games,A two-player game can reveal whether the universe has an infinite amount of complexity.,complex_systems_emergence,complex;complexity,https://www.quantamagazine.org/the-universes-ultimate-complexity-revealed-by-simple-quantum-games-20190305/,
2019-02-26,Uncategorized,Abstractions blog,Smarter Parts Make Collective Systems Too Stubborn,"As researchers delve deeper into the behavior of decentralized collective systems, they’re beginning to question some of their initial assumptions.",collective_biological_systems,collective,https://www.quantamagazine.org/smarter-parts-make-collective-systems-too-stubborn-20190226/,
2019-02-25,Physics,climate science,A World Without Clouds,A state-of-the-art supercomputer simulation indicates that a feedback loop between global warming and cloud loss can push Earth’s climate past a disastrous tipping point in as little as a century.,flow_transport_waves;complex_systems_emergence,climate;cloud;tipping,https://www.quantamagazine.org/cloud-loss-could-add-8-degrees-to-global-warming-20190225/,
2019-02-21,Uncategorized,Abstractions blog,How Our Universe Could Emerge as a Hologram,"Physicists have devised a holographic model of “de Sitter space,” the term for a universe like ours, that could give us new clues about the origin of space and time.",networks_graphs_connectivity;ai_prediction_representation,graph;model,https://www.quantamagazine.org/how-our-universe-could-emerge-as-a-hologram-20190221/,
2019-02-19,Biology,evolution,New Squid Genome Shines Light on Symbiotic Evolution,Researchers hope that the genes of a glowing squid can illuminate how animals evolved organs for beneficial bacteria.,collective_biological_systems,bacteria;evolution,https://www.quantamagazine.org/new-squid-genome-shines-light-on-symbiotic-evolution-20190219/,
2019-02-14,Uncategorized,Insights puzzle,How to Find Simple Treasures in Complex Numbers,"In spite of their name, “imaginary” numbers are as real as any other numbers, especially when it comes to hunting for lost treasure.",complex_systems_emergence,complex,https://www.quantamagazine.org/puzzle-simple-math-treasures-in-complex-numbers-20190214/,
2019-02-07,Computer Science,Abstractions blog,Artificial Intelligence Finds Ancient ‘Ghosts’ in Modern DNA,"With the help of deep learning techniques, paleoanthropologists find evidence of long-lost branches on the human family tree.",ai_prediction_representation,artificial intelligence,https://www.quantamagazine.org/artificial-intelligence-finds-ancient-ghosts-in-modern-dna-20190207/,
2019-02-06,Mathematics,number theory,How a Strange Grid Reveals Hidden Connections Between Simple Numbers,A graduate student has helped illuminate a long-suspected connection between addition and multiplication.,networks_graphs_connectivity,connect,https://www.quantamagazine.org/the-sum-product-problem-shows-how-addition-and-multiplication-constrain-each-other-20190206/,
2019-02-05,Biology,evolution,Fragile DNA Enables New Adaptations to Evolve Quickly,"If highly repetitive gene-regulating sequences in DNA are easily lost, that may explain why some adaptations evolve quickly and repeatedly.",collective_biological_systems,evolution,https://www.quantamagazine.org/fragile-dna-enables-new-adaptations-to-evolve-quickly-20190205/,
2019-02-04,Physics,Q&A,An Astrophysicist Who Maps the Universe’s Terra Incognita,"Priyamvada Natarajan has pioneered the mapping and modeling of the universe’s invisible contents, especially dark matter and supermassive black holes.",ai_prediction_representation,model,https://www.quantamagazine.org/priyamvada-natarajan-maps-the-invisible-universe-20190204/,
2019-01-31,Computer Science,artificial intelligence,Foundations Built for a General Theory of Neural Networks,Neural networks can be as unpredictable as they are powerful. Now mathematicians are beginning to reveal how a neural network’s form will influence its function.,networks_graphs_connectivity;ai_prediction_representation,artificial intelligence;network;networks;neural network;neural networks;predict,https://www.quantamagazine.org/foundations-built-for-a-general-theory-of-neural-networks-20190131/,
2019-01-30,Biology,Abstractions blog,Why Evolution Reversed These Insects’ Sex Organs,"Among these cave insects, the females evolved to have penises — twice. The reasons challenge common assumptions about sex.",collective_biological_systems,evolution,https://www.quantamagazine.org/why-evolution-reversed-these-insects-sex-organs-20190130/,
2019-01-28,Uncategorized,In Theory,The Trouble With Turbulence,"Turbulence is everywhere, yet it is one of the most difficult concepts for physicists to understand.",flow_transport_waves,turbulence,https://www.quantamagazine.org/the-trouble-with-turbulence-20190128/,
2019-01-22,Mathematics,Q&A,A Movement to Close the Gender Gap in Mathematics,"The Brazilian mathematician Carolina Araujo, who calls herself “a bit of an anarchist,” is organizing meetings and building a support network to study and solve the problems women face in mathematics.",networks_graphs_connectivity,network,https://www.quantamagazine.org/a-movement-to-close-the-gender-gap-in-mathematics-20190122/,
2019-01-10,Uncategorized,Q&A,A New Approach to Understanding How Machines Think,"Neural networks are famously incomprehensible, so Been Kim is developing a “translator for humans.”",networks_graphs_connectivity;ai_prediction_representation,network;networks;neural network;neural networks,https://www.quantamagazine.org/a-new-approach-to-understanding-how-machines-think-20190110/,
2019-01-08,Computer Science,Abstractions blog,Jellyfish Genome Hints That Complexity Isn’t Genetically Complex,Jellyfish didn’t need novel genes to take an evolutionary leap in complexity.,complex_systems_emergence;collective_biological_systems,complex;complexity;evolution,https://www.quantamagazine.org/jellyfish-genome-hints-that-complexity-isnt-genetically-complex-20190108/,
2018-12-21,Biology,2018 in Review,The Year in Biology,"Biologists gained new insights into life’s genomically tumultuous past, viruses as crucial components of life, the hidden talents of complex cells and basic aspects of cognition and memory.",complex_systems_emergence;collective_biological_systems,cell;cells;complex,https://www.quantamagazine.org/quantas-year-in-biology-2018-20181221/,
2018-12-20,Uncategorized,In Theory,How Complex Wholes Emerge From Simple Parts,"Throughout nature, throngs of relatively simple elements can self-organize into behaviors that seem unexpectedly complex. Scientists are beginning to understand why and how these phenomena emerge without a central organizing entity.",complex_systems_emergence,complex,https://www.quantamagazine.org/emergence-how-complex-wholes-emerge-from-simple-parts-20181220/,
2018-12-13,Uncategorized,gravitational waves,New Studies Rescue Gravitational-Wave Signal From the Noise,Two independent papers vanquish lingering doubts about LIGO’s historic discovery of gravitational waves.,flow_transport_waves,wave;waves,https://www.quantamagazine.org/studies-rescue-ligos-gravitational-wave-signal-from-the-noise-20181213/,
2018-12-04,Biology,Abstractions blog,What Defines a Stem Cell? Scientists Rethink the Answer,"As it becomes clear that the body’s cells have more diverse regenerative capabilities than expected, experts have had to reconsider their approach to stem cell research.",collective_biological_systems,cell;cells,https://www.quantamagazine.org/what-defines-a-stem-cell-scientists-rethink-the-answer-20181204/,
2018-11-29,Mathematics,mathematical biology,Mathematical Simplicity May Drive Evolution’s Speed,Some researchers are using a complexity framework thought to be purely theoretical to understand evolutionary dynamics in biological and computational systems.,complex_systems_emergence;collective_biological_systems;human_social_mobility_proxy,city;complex;complexity;evolution,https://www.quantamagazine.org/computer-science-and-biology-explore-algorithmic-evolution-20181129/,
2018-11-28,Uncategorized,geophysics,A Universal Law for the ‘Blood of the Earth’,Simple physical principles can be used to describe how rivers grow everywhere from Florida to Mars.,flow_transport_waves,geophysics,https://www.quantamagazine.org/a-universal-law-for-the-blood-of-the-earth-20181128/,
